id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,1,1,1,1,1,1,1,4,0,1,6,4,5,4,7,16,1,1,1,7,13,7,7,7,1,1,1
mh1,mh1,50.0,15,13,1,1,1,3,1,1,1,1,4,8,8,1,4,1,0,1,12,8,12,12,1,1,1,1,1,8,8,16
mh2,mh2,50.0,19,16,1,1,5,3,5,1,5,5,0,5,5,5,0,5,0,5,19,5,5,5,5,8,5,5,5,5,5,5
mh3,mh3,50.0,17,15,0,0,0,0,0,0,0,0,0,0,14,0,5,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0
mh4,mh4,50.0,0,0,1,1,2,1,0,1,0,0,3,21,9,5,2,5,2,5,0,0,0,0,0,0,5,5,5,0,0,0
mh5,mh5,50.0,3,3,1,2,3,1,3,1,3,3,4,3,3,8,4,8,4,8,3,3,3,3,8,8,8,8,8,3,3,3
mh6,mh6,50.0,10,10,1,5,1,4,10,1,11,10,8,10,10,1,8,1,8,1,10,10,10,10,1,1,1,1,1,10,10,10
mh7,mh7,50.0,24,25,1,1,3,2,29,1,3,3,7,27,24,3,7,3,7,3,24,28,24,24,3,21,3,3,3,28,28,28
mh8,mh8,50.0,1,21,1,1,1,2,1,1,1,1,3,1,0,6,3,3,3,3,1,22,1,19,3,17,3,3,3,22,22,24
mh9,mh9,50.0,9,9,1,4,1,2,1,1,9,13,1,9,14,1,1,5,1,6,9,16,9,9,7,6,6,6,6,16,9,18
mh10,mh10,50.0,0,1,1,1,1,3,1,1,1,1,1,1,12,5,1,5,1,7,1,1,1,1,5,5,6,5,5,1,1,1
mh11,mh11,50.0,15,13,1,3,3,1,3,1,11,11,3,0,3,5,3,7,3,7,16,0,3,13,7,7,7,7,7,0,19,0
mnh0,mnh0,50.0,26,28,1,17,1,1,35,1,1,1,1,33,26,23,1,23,19,23,26,33,28,28,23,25,23,23,23,33,34,33
mnh1,mnh1,50.0,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,1,1,1,1,1,1,1,11,11,11
mnh2,mnh2,50.0,10,8,1,1,1,1,4,1,4,4,2,6,6,2,2,2,2,2,10,6,6,6,2,2,3,2,2,6,6,6
mnh3,mnh3,50.0,17,13,1,1,1,1,1,1,1,1,1,13,13,4,1,4,1,4,17,13,15,13,7,12,4,7,4,13,21,13
mnh4,mnh4,50.0,28,16,1,2,5,1,5,1,5,5,5,36,16,7,5,7,5,7,29,33,16,16,7,7,10,7,12,33,33,34
mnh5,mnh5,50.0,12,12,1,1,6,1,6,1,6,6,7,16,12,10,7,10,9,10,12,12,12,12,10,10,10,10,10,12,12,12
mnh6,mnh6,50.0,17,1,1,1,1,1,22,1,1,1,1,1,16,1,1,7,1,7,17,18,1,1,10,10,10,10,7,18,18,20
mnh7,mnh7,50.0,1,11,1,1,1,3,1,1,1,1,4,1,1,1,4,1,4,7,12,1,1,1,1,1,6,1,8,13,1,1
mnh8,mnh8,50.0,22,20,4,1,1,11,1,4,1,1,13,25,1,1,14,1,14,1,21,1,20,20,1,1,17,1,18,1,1,1
mnh9,mnh9,50.0,10,6,1,1,14,1,6,3,6,6,6,6,6,6,6,6,6,6,10,12,6,6,6,6,6,6,6,12,12,12
mnh10,mnh10,50.0,15,14,1,1,1,1,1,1,1,8,2,9,9,2,2,2,2,6,15,9,9,9,2,5,2,2,6,16,18,19
mnh11,mnh11,50.0,1,21,3,10,1,3,1,3,1,1,1,1,18,1,1,14,13,14,1,1,1,21,14,14,14,14,14,24,1,1
mnh12,mnh12,50.0,19,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
mnh13,mnh13,50.0,1,1,2,1,1,3,1,2,1,1,1,1,1,7,1,7,1,8,1,14,1,1,8,8,8,8,10,14,14,14
mnh14,mnh14,50.0,25,23,1,6,1,1,29,2,1,1,1,27,21,1,1,1,1,1,21,27,21,21,12,15,1,1,1,27,27,27
mnh15,mnh15,50.0,16,15,1,1,1,1,1,1,1,1,3,15,15,7,3,7,3,7,16,17,15,15,7,9,7,7,7,17,19,15
mnh16,mnh16,50.0,12,12,1,1,3,1,12,2,12,12,7,15,12,4,4,4,4,4,12,12,12,12,4,11,4,4,4,12,12,12
mnh17,mnh17,50.0,21,23,1,1,1,1,8,2,8,8,1,26,17,1,5,1,4,1,25,17,21,21,1,1,1,1,7,17,17,17
mnh18,mnh18,50.0,8,19,1,1,4,1,4,3,4,4,4,8,8,4,4,4,4,4,8,8,19,19,4,4,4,4,4,8,22,8
mnh19,mnh19,50.0,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,8,12,7,7,2,2,2,4,2,12,12,12
mnh20,mnh20,50.0,23,22,1,8,1,6,1,4,1,1,1,18,18,10,1,15,1,10,23,18,19,22,10,10,10,10,10,18,24,18
mnh21,mnh21,50.0,10,8,1,1,3,1,3,1,3,3,3,16,7,3,3,3,3,3,7,7,7,8,3,3,3,3,3,7,7,7
mnh22,mnh22,50.0,22,21,1,1,8,6,8,2,19,19,8,23,20,14,8,14,11,14,22,23,21,21,14,16,14,14,14,23,23,24
mnh23,mnh23,50.0,29,28,1,5,8,1,21,2,21,21,17,21,21,8,17,8,17,8,29,21,26,21,8,8,8,20,8,21,32,21
mnh24,mnh24,50.0,11,1,1,1,1,1,1,1,1,1,3,1,1,7,3,7,3,7,1,1,1,1,7,7,7,7,7,1,1,1
mnh25,mnh25,50.0,29,25,1,13,15,1,15,11,15,24,15,33,25,15,19,15,18,15,29,25,25,25,15,15,15,21,15,25,25,25
mnh26,mnh26,50.0,9,9,1,4,4,1,4,2,9,9,5,9,9,5,5,5,5,5,9,9,9,9,7,5,5,5,5,9,9,9
mnh27,mnh27,50.0,14,13,1,1,1,1,1,1,1,1,3,19,13,1,1,6,1,1,14,15,13,13,1,1,1,1,1,15,15,17
mnh28,mnh28,50.0,1,22,1,1,25,1,1,1,1,1,1,1,1,17,5,1,5,18,1,1,1,1,18,21,19,18,18,1,1,24
mnh29,mnh29,50.0,20,26,2,1,1,2,1,4,1,1,1,29,20,1,1,1,1,1,20,29,20,26,1,1,6,8,10,29,29,29
mnh30,mnh30,50.0,1,1,1,2,1,1,1,1,1,1,5,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mnh31,mnh31,50.0,15,15,1,2,1,1,3,1,3,3,3,15,15,4,3,4,3,4,15,15,15,15,4,13,4,14,4,15,15,15
mnh32,mnh32,50.0,1,1,1,1,16,1,1,1,1,1,6,1,1,4,6,4,6,4,1,13,1,1,4,10,7,4,11,13,13,13
mnh33,mnh33,50.0,33,31,1,1,6,1,6,2,16,16,9,6,23,6,6,10,8,10,25,35,31,31,10,15,11,10,10,6,36,6
mnh34,mnh34,50.0,25,25,1,1,1,1,20,1,20,20,4,28,25,1,15,1,15,1,25,28,25,25,17,18,1,17,1,28,28,28
mnh35,mnh35,50.0,1,1,1,1,1,1,1,7,1,1,15,1,1,1,14,1,1,1,19,20,1,1,1,1,1,1,1,1,1,1
mnh36,mnh36,50.0,33,36,1,2,47,1,2,1,2,2,4,43,33,3,4,11,4,11,33,40,36,36,12,12,12,12,11,40,39,39
