id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,1,0,0,1,2,1,5,7,1,11,1,1
mnh0,mnh0,50.0,8,1,1,14,14,1,12,1,1,10,11,11,10,1,11,11,1,1,1,10,3,1,5,5,1,1,1,10,1,1
mnh1,mnh1,50.0,14,1,1,1,1,1,19,1,1,1,19,19,1,2,19,19,2,2,1,1,6,2,2,2,2,2,11,1,1,1
mnh2,mnh2,50.0,1,1,1,54,54,1,1,1,47,39,1,1,45,1,1,1,1,38,50,39,6,1,13,14,18,28,30,39,50,1
mnh3,mnh3,50.0,3,1,1,1,1,1,20,1,1,1,1,1,1,3,1,1,8,18,1,1,3,9,13,13,10,3,15,19,1,1
lpsh0,lpsh0,1.0,6,18,1,1,1,1,1,15,1,1,12,12,1,1,12,12,1,1,1,10,1,1,3,3,1,1,1,1,1,1
lpsnh0,lpsnh0,1.0,1,20,1,22,1,14,1,15,16,10,12,1,10,1,1,12,1,1,21,10,1,1,6,7,6,1,1,10,21,20
lpsnh1,lpsnh1,1.0,2,2,1,1,1,2,27,2,29,2,2,2,2,2,2,2,2,2,2,22,2,2,2,2,2,2,2,2,2,2
lpsnh2,lpsnh2,1.0,8,1,1,25,25,1,1,1,20,15,1,1,1,1,18,1,5,13,22,1,4,2,1,1,1,1,1,1,22,1
lpmh0,lpmh0,1.0,16,0,1,1,1,0,28,0,1,22,28,32,23,9,36,0,3,18,0,23,3,8,10,10,13,9,9,23,0,44
lpmnh0,lpmnh0,1.0,2,26,27,27,27,2,2,2,21,2,2,19,2,2,19,2,3,2,22,14,3,2,4,4,6,12,2,17,2,2
lpmnh1,lpmnh1,1.0,20,54,61,59,59,1,1,48,1,29,39,44,32,17,39,39,5,17,1,36,10,5,1,1,15,17,17,36,1,1
lpmnh2,lpmnh2,1.0,9,38,1,1,1,1,1,1,1,18,1,1,21,9,1,1,6,9,32,18,6,6,9,9,11,9,9,18,1,1
lphh0,lphh0,1.0,17,110,1,1,116,93,86,95,102,68,89,91,48,22,1,89,0,17,99,83,16,0,18,18,21,24,30,84,99,113
lphnh0,lphnh0,1.0,35,81,1,1,1,70,2,71,73,43,55,2,43,28,2,61,5,37,76,50,9,13,25,27,19,31,28,45,76,76
lphnh1,lphnh1,1.0,26,85,93,1,1,70,4,1,73,34,4,68,31,21,68,4,4,28,82,60,4,6,7,11,15,19,4,65,78,90
lphnh2,lphnh2,1.0,1,89,94,1,1,69,46,69,72,1,56,47,1,17,62,56,1,21,78,41,5,1,6,8,14,15,1,24,77,81
lnpsh0,lnpsh0,1.0,5,19,1,1,1,1,12,1,1,1,1,1,7,4,1,1,2,2,16,7,2,2,2,2,2,4,4,7,16,1
lnpsh1,lnpsh1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,17,11,2,2,1,1,1,1,1,12,1,1
lnpsh2,lnpsh2,1.0,10,22,1,1,23,17,14,17,18,1,15,15,1,1,15,16,0,9,19,1,1,1,1,4,1,6,1,13,19,19
lnpsnh0,lnpsnh0,1.0,17,45,50,50,50,44,41,1,1,20,41,41,20,11,41,41,11,19,48,38,11,11,11,11,11,16,11,39,45,45
lnpsnh1,lnpsnh1,1.0,8,36,1,1,1,18,1,20,1,1,1,14,1,3,1,1,3,9,23,12,6,3,3,3,3,3,3,1,1,36
lnpsnh2,lnpsnh2,1.0,1,1,1,1,1,15,13,15,1,1,1,1,12,7,1,1,1,9,1,11,1,2,1,1,1,7,7,1,1,1
lnpsnh3,lnpsnh3,1.0,27,40,1,42,42,35,33,39,1,1,33,33,1,3,33,33,3,3,1,30,12,3,19,19,19,23,3,32,1,40
lnpsnh4,lnpsnh4,1.0,5,1,1,1,1,10,1,10,1,1,1,1,1,3,1,1,2,7,1,1,2,2,3,3,3,4,3,1,1,1
lnpsnh5,lnpsnh5,1.0,8,22,1,1,1,1,1,1,1,1,14,1,1,6,17,13,2,9,19,11,2,2,4,4,4,6,6,10,18,1
lnpsnh6,lnpsnh6,1.0,1,1,1,1,1,17,1,17,1,14,1,1,14,1,1,1,1,1,1,14,1,1,10,10,11,1,1,14,1,1
lnpsnh7,lnpsnh7,1.0,2,21,1,1,1,1,11,1,1,1,1,1,1,2,1,1,2,2,20,1,2,2,4,2,2,8,6,1,1,1
lnpsnh8,lnpsnh8,1.0,13,1,1,1,1,1,1,1,1,1,16,17,1,1,17,16,1,1,1,1,1,1,3,3,7,1,11,1,1,1
lnpsnh9,lnpsnh9,1.0,1,1,26,26,26,1,1,1,1,1,19,1,1,1,1,19,4,1,21,18,8,4,1,14,16,1,1,1,21,1
lnpsnh10,lnpsnh10,1.0,1,1,1,1,1,1,14,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1
lnpsnh11,lnpsnh11,1.0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,8,1,1,3,1,1,1,1,8,14,15
lnpsnh12,lnpsnh12,1.0,2,1,19,1,1,17,2,1,1,11,14,14,11,2,14,14,2,2,1,12,6,2,8,2,2,2,2,12,18,1
lnpsnh13,lnpsnh13,1.0,12,34,1,1,1,1,1,1,1,15,26,1,20,1,1,26,1,6,1,16,3,1,1,1,1,5,1,16,1,33
lnpsnh14,lnpsnh14,1.0,14,40,1,45,45,37,1,33,1,1,1,1,30,14,1,1,1,25,1,27,7,11,15,16,15,24,14,27,1,1
lnpsnh15,lnpsnh15,1.0,1,29,1,1,1,1,18,1,1,14,21,1,14,1,1,21,1,10,27,16,2,3,6,1,1,1,1,16,27,1
lnpsnh16,lnpsnh16,1.0,2,15,1,1,1,1,1,1,1,1,7,1,1,2,1,7,2,2,1,1,2,2,2,2,2,2,2,6,1,11
lnpsnh17,lnpsnh17,1.0,1,35,1,1,1,1,1,1,1,1,1,1,22,1,1,1,4,14,30,17,7,1,9,9,1,13,1,21,1,35
lnpmh0,lnpmh0,1.0,19,1,1,1,1,1,1,1,1,1,1,1,29,13,1,1,5,8,1,24,5,5,9,9,8,15,16,1,1,1
lnpmh1,lnpmh1,1.0,30,43,1,1,1,1,34,1,1,1,0,37,31,23,34,0,11,23,40,1,21,11,6,6,6,25,23,1,40,38
lnpmh2,lnpmh2,1.0,0,51,1,55,1,0,3,2,2,3,3,3,3,0,36,3,0,31,44,33,7,12,16,16,0,23,0,3,47,2
lnpmsh0,lnpmsh0,1.0,19,47,54,51,51,30,1,32,30,1,1,1,22,4,1,1,6,4,35,28,6,9,13,11,11,15,4,26,30,41
lnpmsh1,lnpmsh1,1.0,19,29,1,1,1,1,1,1,1,1,1,24,1,14,1,1,1,21,26,23,3,1,7,7,7,1,12,23,1,1
lnpmsh2,lnpmsh2,1.0,25,51,1,1,1,44,1,45,46,1,39,36,1,7,43,36,9,30,46,35,9,8,7,12,13,20,16,35,46,50
lnpmsh3,lnpmsh3,1.0,23,75,1,1,1,1,1,1,44,1,1,43,1,1,1,1,1,30,47,35,2,6,11,1,12,16,15,35,47,76
lnpmsh4,lnpmsh4,1.0,14,39,1,1,1,2,2,2,2,24,26,26,24,2,28,26,2,2,38,24,2,4,5,5,10,11,2,24,36,35
lnpmsh5,lnpmsh5,1.0,36,58,1,1,1,1,1,1,1,1,1,1,46,31,54,1,3,40,1,43,3,3,10,10,21,26,30,44,1,57
lnpmsh6,lnpmsh6,1.0,10,44,1,1,1,26,20,26,26,12,20,23,12,1,23,20,1,1,38,16,1,1,4,4,1,1,1,18,38,33
lnpmsh7,lnpmsh7,1.0,26,42,1,45,45,1,1,38,1,1,32,36,1,2,36,32,4,2,41,28,4,15,19,19,19,2,23,1,41,41
lnpmsh8,lnpmsh8,1.0,30,58,1,1,1,1,48,1,1,35,50,51,35,1,53,50,1,1,57,43,1,1,11,11,15,17,19,38,57,1
lnpmsh9,lnpmsh9,1.0,23,47,1,1,1,1,35,1,51,27,42,42,27,1,42,45,1,24,54,31,7,1,10,1,1,11,1,32,54,47
lnpmsh10,lnpmsh10,1.0,1,1,38,38,38,33,1,1,1,23,1,1,23,1,32,1,1,1,1,31,2,7,1,8,1,9,11,31,1,1
