id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,2,1,4,1,20,4,4,4,4,4,4,4,5,5,4,5,5,10,4,4,4,4,12,15,4,4,4
mh1,mh1,50.0,1,1,1,0,1,1,0,1,1,1,2,11,6,1,1,3,4,1,4,4,1,1,1,1,1,1,8,1,1,1
mh2,mh2,50.0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mh3,mh3,50.0,1,5,1,4,5,0,19,0,1,1,1,7,7,7,13,7,7,7,7,7,7,7,16,7,7,7,7,7,7,7
mnh0,mnh0,50.0,1,1,7,4,5,7,7,7,7,7,7,7,9,9,13,7,7,7,7,7,7,7,16,7,22,7,12,7,7,7
mnh1,mnh1,50.0,1,1,19,1,1,1,19,15,1,18,1,1,1,1,1,1,1,1,6,6,1,1,1,8,14,1,7,1,9,10
mnh2,mnh2,50.0,1,1,4,2,1,7,4,7,20,15,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,7,7,7
mnh3,mnh3,50.0,1,1,1,2,1,1,19,1,1,17,1,1,1,1,1,3,3,1,3,3,4,1,13,9,16,1,1,9,11,9
mnh4,mnh4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,7,10,1,1,1,1,12,1,1,1
mnh5,mnh5,50.0,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,11,16,2,8,2,12,11
mnh6,mnh6,50.0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,5,2,5,5,2,2,11,9,19,2,2,9,9,9
mnh7,mnh7,50.0,1,1,1,1,1,4,1,16,4,4,8,9,9,9,9,10,9,9,9,9,9,9,9,14,9,9,11,15,14,14
mnh8,mnh8,50.0,1,1,1,2,1,5,18,5,1,1,5,5,5,5,5,5,5,9,5,5,5,9,5,5,14,8,9,5,5,13
