id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,1,1,5,1,5,20,1,10,5,5,5,18,12,13,5,13,13,5,5,18,14,0,5,5,14,14,14
mh1,mh1,50.0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,7,11,1,1,1,7,1,10,1
mh2,mh2,50.0,1,1,17,1,2,14,17,13,1,1,1,1,1,1,1,4,4,1,5,5,6,1,1,1,1,1,1,1,1,1
mh3,mh3,50.0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,12,2,2,2,5,7,10,2,12,13,12,2,2,13,16,13
mh4,mh4,50.0,1,1,0,1,1,0,21,0,19,19,4,4,4,4,14,4,4,4,4,4,8,4,16,4,17,9,4,11,4,4
mh5,mh5,50.0,1,1,1,1,5,1,1,1,26,1,1,1,1,1,1,14,14,17,15,15,16,17,1,1,1,1,22,1,1,24
mh6,mh6,50.0,1,1,1,1,1,3,1,5,3,3,0,10,5,5,5,7,7,5,7,7,5,5,5,12,5,5,5,13,12,12
mh7,mh7,50.0,1,1,4,1,2,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,7,12,4,16,4,4,4,4,4
mh8,mh8,50.0,1,1,11,1,1,0,12,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,9,1,4,1,1,1
mh9,mh9,50.0,1,3,1,3,0,1,1,1,1,1,7,7,15,15,7,9,9,7,10,9,7,7,7,7,7,14,7,7,7,7
mh10,mh10,50.0,1,2,1,1,2,1,1,1,1,1,1,5,5,5,5,4,4,5,4,4,5,5,5,5,14,9,5,5,11,5
mh11,mh11,50.0,1,1,1,1,1,1,1,1,18,1,1,2,2,2,2,3,3,13,3,3,7,13,17,15,16,11,13,15,15,15
mnh0,mnh0,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,6,1,1,1,10,1,1,1,1,10,10
mnh1,mnh1,50.0,1,1,1,1,4,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,9,20,16,7,7,7,14,16,16
mnh2,mnh2,50.0,1,1,5,3,1,17,5,17,33,17,20,28,26,26,22,20,20,22,20,20,23,22,22,22,32,22,22,22,31,22
mnh3,mnh3,50.0,1,1,4,1,1,4,4,8,4,4,8,15,15,15,27,8,13,15,13,13,15,15,8,18,28,15,15,19,22,18
mnh4,mnh4,50.0,1,1,28,1,1,2,28,2,18,27,2,2,3,3,2,2,2,3,2,2,3,4,14,2,16,3,5,2,2,6
mnh5,mnh5,50.0,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,5,1,1,8,1,1,1,8,8,8
mnh6,mnh6,50.0,1,1,1,1,1,18,1,1,20,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,15,2,2,1,1,1
mnh7,mnh7,50.0,1,1,16,1,2,7,18,7,7,7,7,7,7,7,7,7,7,13,7,7,11,13,7,15,7,7,13,15,15,15
mnh8,mnh8,50.0,1,1,4,1,1,5,4,5,18,5,5,5,5,5,5,6,6,5,6,6,9,5,5,5,5,10,5,5,5,5
mnh9,mnh9,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,4,1,4,4,5,9,12,15,12,6,11,15,15,15
mnh10,mnh10,50.0,1,1,1,5,1,1,35,1,1,1,7,16,7,7,7,7,7,7,7,7,12,15,7,7,31,7,15,7,7,26
