id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,16,10,3,1,1,3,1,3,11,11,1,10,10,6,1,6,5,6,16,18,10,10,6,6,8,6,6,18,18,22
mh1,mh1,50.0,1,9,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1
mnh0,mnh0,50.0,15,13,1,1,7,5,7,2,7,7,7,7,10,9,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7
mnh1,mnh1,50.0,26,25,1,1,1,3,1,2,1,1,6,29,23,13,8,14,8,16,26,19,19,19,16,16,16,16,16,19,19,19
mnh2,mnh2,50.0,25,19,1,3,4,1,27,1,4,4,4,19,23,4,5,4,5,4,19,19,19,19,4,17,13,4,18,19,19,19
mnh3,mnh3,50.0,17,17,2,1,7,3,15,2,16,15,11,17,17,7,10,7,10,7,17,17,17,17,7,7,13,7,7,17,23,17
mnh4,mnh4,50.0,27,26,5,9,1,5,1,5,1,1,1,1,22,14,10,14,10,14,28,1,23,23,17,17,14,14,20,29,1,1
mnh5,mnh5,50.0,23,13,1,1,1,3,1,1,13,13,1,13,17,8,1,6,1,6,13,13,13,13,10,10,9,10,6,13,13,13
mnh6,mnh6,50.0,16,1,2,1,23,2,1,2,1,1,6,1,1,6,6,6,6,6,10,1,1,1,6,6,6,6,6,1,1,1
mnh7,mnh7,50.0,25,12,1,1,5,1,5,2,5,5,8,5,5,8,8,8,8,11,15,5,5,5,8,8,10,8,8,5,5,5
lpsh0,lpsh0,1.0,1,1,1,2,1,1,1,1,1,11,4,12,1,5,4,5,4,6,1,13,1,1,6,8,6,6,9,0,13,13
lpsh1,lpsh1,1.0,25,1,1,0,1,1,1,1,1,1,14,1,1,1,14,1,15,17,25,1,1,1,19,17,17,17,17,1,29,30
lpsnh0,lpsnh0,1.0,31,1,2,1,1,18,1,5,1,1,22,1,1,1,22,1,22,1,1,32,1,1,1,28,1,1,1,32,1,1
