id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,15,1,5,6,5,1,3,5,1,1,6,10,1,11,15
mnh0,mnh0,50.0,2,2,2,1,2,2,2,2,2,2,3,6,3,7,10,2,4,7,10,7,2,3,7,2,4,10,2,2,2,13
mnh1,mnh1,50.0,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,7,1,1,1,2,7,1,2,1,1,9,1,1
mnh2,mnh2,50.0,1,1,1,27,1,2,1,1,1,1,6,16,6,17,21,1,7,17,21,17,1,12,18,1,7,21,1,1,26,1
mnh3,mnh3,50.0,2,2,2,1,5,5,2,2,19,2,5,2,15,2,2,2,5,2,2,2,2,5,2,2,10,2,19,19,19,2
lpsh0,lpsh0,1.0,8,1/10,1,1,1,1,1,1,10,1,1,4,1,4,4,17,1,4/5,6,4,17,1,5,17,1,6,10/12/13,10/14,16/10,17
lpsh1,lpsh1,1.0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1/12,4,1,1,1,1,1,1/7,1,3,1,8/9/10,8/9,9,12
lpsnh0,lpsnh0,1.0,1,7,5/7,1,1,1,7,7,7,7,1,1,1,1,1/2,7,1,1,4,1,7,1,1,7,1,2,7,8,11,12
lpsnh1,lpsnh1,1.0,1,1,1,1,1,1,1,1,1,1,1,1/2,1,2,1,1,1,1,1/2,2,13,1,3,1,1,1/2,8,8/9,8/10,1/17
lpsnh2,lpsnh2,1.0,10,1,1,1,1,1,1,1,1,1,2/5,1,1/2,1,1,26,2,1,1,1,26,1/2/6,1,26,2,1,17,21,1,26
lpsnh3,lpsnh3,1.0,1,1,1,1,1,1/3/4,1/30,1,1,31,1,1/7,1,7,1,1,1,7,1,7,34,1,7,32,1,1,28,1,1,1
lpsnh4,lpsnh4,1.0,6,5,5,1,5/6,6,5,18,5,18,5,11,5,11,11,23,7,12,11/13,11,22,5,12,21,5,13,16,5,5,24
lpsnh5,lpsnh5,1.0,7/8,1/9,1,1,1/2,2,1,1,1/9,1,1,1,1/2,1,1,1,2,1/4,1,1,1,2/3,1,1,2,1,1,1,1,1
lpsnh6,lpsnh6,1.0,1,1,1,1,1,2,1/11/12,1,1,1,2/3,1,3,1,1,14,2,7/8,1,1/6,1,3,7,1,3,1,1,1,1,14
lpsnh7,lpsnh7,1.0,2,2,2,1,2,4,2,13,2,2,4,2,4,2,2,2,4,2/8,2,2,2,4,2,2/14,5,2,2/10,2,11,2/15
lpsnh8,lpsnh8,1.0,2,1,1/2,1,1,1,1/2,2,1,2,1,2,1/4,2,5,14,1,2,2,2,2/12,4,2,2,1,2,8,6/10,1,2/13
lpsnh9,lpsnh9,1.0,1,1,1/18/19,1,1,1,16,1,1/9,1,1/2,1,1/2,1,1,1,1,1,1,8,1,2,1,1,1,1,10/14,10,15,1
lpsnh10,lpsnh10,1.0,1,1/7,1,1,1,1,1/7,1,11,1,1,1,1,1,1,1/13,1,1,1/5,4,1,1,1,1,1,1,11,11,11,1
lpsnh11,lpsnh11,1.0,1,1,1,1,1,1,1,7,1,7,2,1,2/3,1,1,7,2,1,1,1,7,2,1,7,2,1,1,1,1,9
lpsnh12,lpsnh12,1.0,1,1,11,16/15,1,1,1,13,6,11,1,1,2,1/4,1,11,1,1/4,1,4,11,2,1,14,1,1,6,6,6,11
lpsnh13,lpsnh13,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1/5,1,1,1,1,1,1/4,1/5,1,17,1,1
lpsnh14,lpsnh14,1.0,1,1,1,1,2,2,1,16,1,16,2,10,2,2,2/15,21,3,13,2,13,16,9,13,16,2,2,1,1,1,21
lpmh0,lpmh0,1.0,1,9,9,18,1,1,0/15,0/9,9,0,1,1/5,4,1/6,6,9,1,1,0,1/6,9,4,1,17,2,7,12,9,14,9
lpmh1,lpmh1,1.0,1,1/18,1,1,1,1,26,1,19,1,1,1,7/9,1,1,1,1,12,1,12/15,1,7,14,31,6,1,19/23,19,19/25,1
lpmnh0,lpmnh0,1.0,33,1,1/36,1,16,16,1,1/38,1,1/39,17,25,18,26,26,1,16,26,30/31,26,40/41,18,27,1,16,30,1,1,1,1
lpmnh1,lpmnh1,1.0,3/22,3,49,1,3/10,3/5,3,50,3,50,8,17,5/8,18,17,68,5,17,19,17,66,5,17,66,5,19,30,32,48,66
