id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,25,1,1,18,1,1,1,4,4,5,18,4,4,18,5,14,5,8,6,6,6,6,17,5,18,24,24
mnh0,mnh0,50.0,1,1,1,13,1,1,3,3,3,3,4,4,4,3,4,10,3,4,4,4,4,4,4,4,8,4,9,3,3,3
mnh1,mnh1,50.0,1,1,3,2,3,3,5,5,5,6,5,5,5,5,5,5,17,5,12,5,9,9,9,5,5,14,5,17,17,17
mnh2,mnh2,50.0,11,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,8,4,3,3,3,3,3,8,1,1,1
lpsh0,lpsh0,1.0,1,2,4,4,4,4,4,5,5,5/8,9,9,9,4/13,9,9,4/14,9,9,9,9,9,9,10,9,9,9,14,4/14,4
lpsnh0,lpsnh0,1.0,9,1,1,1/8,1,1,1,1,1,2,1,1,1,6/7,1,1,6,1,1,1,1,4,4,1,1,1,1,6,6,6
lpsnh1,lpsnh1,1.0,1,1,1,14,5,5,5,5,5,5,5,5,5,11,5/10,5,11,5,5/7,5,5,5/6,6,5,5,5,5,11,11,11
lpsnh2,lpsnh2,1.0,16/1,1,1,14,1,1,1,1,1,1,1,1,1,10,1,1,13,1,1,6,1/3,1,1,1,1,4,6/7/8,13,13,13
lpmh0,lpmh0,1.0,1,1,1,1,1,1,3,5,5,5,0,0,7,11,0,0,11,9,9,9,9,9,9,9,9,9,9,16,11,11
lpmnh0,lpmnh0,1.0,1,1,1/2,1,1,1/3/4,1,1,1,1,1,1,6,30,1,1,29,6,6/10,17/20,11,12,12,6,14,16/15,19,31,29,35
lpmnh1,lpmnh1,1.0,1,1,1,1,1,1,35,7,7,7,33/34/13,13,13,35,13,13,35,30,13,32/15,13,13,16,28,13,13,15,35,35,35
lpmnh2,lpmnh2,1.0,1,1,1,1,1,1,1/3,1/3,1,1,5,5,5,1,5,5,1,5,6,5/9/10,6,6,6,6,6,6/8,5/9/10,1,13,13
lphh0,lphh0,1.0,1,0/51,2,2,6,11,13,22,25,22,20,20,0,13,0,20,45,0,0,36,27,0,0,0/30,0,0,31,45,45,48
lphnh0,lphnh0,1.0,1/70,1,2,2,2/3,5,17,17,17,21,24,27/28,24,58,24,24,59,45/46,33,55,38,40,33,33,33,33/44,35,58,61,66
lphnh1,lphnh1,1.0,61,1,4,1/4,5,6,6/41,8,9,11,8/14,8,22,50,39,39,49,22,22,22,22,24,22,31,33/22,35,22,49,51,52
lphnh2,lphnh2,1.0,1,1,1,1,1,1,3,6,3,8,17,17,19/20,3,17,30,32,19,19,19,21,19,19,19,26,28,19,32,32,34
lnpsh0,lnpsh0,1.0,1,1,1,1,1,1,2,2,2,2,2,2,4,7,2,2,7,4,4,4,4,4,4,4,6,4,4,7,7,7
lnpsh1,lnpsh1,1.0,1,0,0,9,0,0,3,3,3,3,3,3,3,3,3,3,8,3,6,7,4,3,3,3,3,3,3,8,8,8
lnpsnh0,lnpsnh0,1.0,1,1,10,24,8,13,8,8,8,8,8,8,8,19,8,8,21,8,15,8,14,8,8,16,8,8,8,21,21,21
lnpsnh1,lnpsnh1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,1,5,1,7,7
