id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,2,1,1,1,1,1,1,4,1,1,7,4,4,7,1,11,1,11,4,15,4,1,4,4,7,15,1,1,1
mh1,mh1,50.0,1,1,25,1,1,13,1,1,1,1,20,1,4,1,9,20,15,6,0,1,1,1,20,1,3,1,1,22,20,23
mh2,mh2,50.0,15,1,1,1,1,1,1,4,4,4,1,4,4,4,4,1,10,4,10,4,9,4,1,4,4,4,0,1,1,0
mh3,mh3,50.0,1,1,1,1,1,1,12,1,1,1,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,1,1
mnh0,mnh0,50.0,1,1,1,4,4,4,1,4,4,4,4,4,9,7,4,15,4,10,4,7,4,7,4,8,4,4,4,4,4,12
mnh1,mnh1,50.0,3,1,3,3,3,15,3,3,3,12,18,12,3,3,12,18,3,13,3,10,3,3,20,3,3,14,3,18,18,18
mnh2,mnh2,50.0,1,1,1,1,1,1,1,2,2,2,13,2,2,2,2,13,10,2,10,2,1,2,13,4,2,9,1,16,13,13
mnh3,mnh3,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,13,2,13,2,27,1,4,12,15,16,1,1
mnh4,mnh4,50.0,1,1,1,3,24,25,1,3,3,19,28,19,17,3,19,37,24,19,24,3,24,3,28,3,15,19,24,28,28,31
mnh5,mnh5,50.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,14,1,18,1,18,8,21,1,1,10,11,1,21,1,1,1
mnh6,mnh6,50.0,1,4,1,1,1,1,1,1,1,11,16,11,1,1,11,18,1,11,13,6,1,1,17,1,8,11,1,16,17,17
mnh7,mnh7,50.0,1,1,32,1,1,1,34,1,1,12,26,12,1,4,12,30,1,12,1,7,1,10,26,4,11,12,1,26,26,29
mnh8,mnh8,50.0,1,1,1,24,1,1,1,2,2,2,13,2,8,3,10,23,12,2,1,3,1,3,13,3,6,2,1,15,18,13
mnh9,mnh9,50.0,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,17
mnh10,mnh10,50.0,1,1,1,1,11,11,1,1,1,1,23,8,1,1,1,1,11,6,11,3,11,1,1,1,1,1,19,1,1,1
mnh11,mnh11,50.0,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,18,6,1,6,1,6,1,10,1,1,1,6,9,9,9
mnh12,mnh12,50.0,1,3,1,1,1,1,1,41,1,41,1,41,1,1,41,1,43,41,43,1,1,1,1,38,1,41,1,1,1,45
mnh13,mnh13,50.0,2,1,2,2,2,2,2,2,2,19,38,2,2,18,2,2,2,22,2,4,37,2,2,17,2,34,37,38,2,2
mnh14,mnh14,50.0,1,3,10,1,1,1,11,1,1,8,1,8,1,6,8,1,1,8,1,5,1,5,1,5,1,8,1,1,1,1
mnh15,mnh15,50.0,1,1,1,12,1,1,1,1,5,8,12,8,4,5,8,16,9,8,9,5,11,5,14,5,4,8,9,12,14,14
lpsh0,lpsh0,1.0,3,2,3,3,3,3,37,3,3,20,33,17,14,3,27,34,3,25,0,0,3,3,33,3,11,28,30,33,33,33
lpsh1,lpsh1,1.0,1,1,1,1,1,1,1,1,1,1,30,17,1,1,19,30,25,1,25,8,22,7,30,9,14,17,22,31,30,30
lpsh2,lpsh2,1.0,1,1,1,1,1,1,22,1,1,1,1,0,7,1,0,21,1,1,15,1,1,1,0,1,4,0,1,1,0,18
lpsh3,lpsh3,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,14,1,14,5,1,6,25,5,9,1,15,1,25,25
lpsnh0,lpsnh0,1.0,1,1,1,1,1,1,1,1,1,13,1,13,12,1,13,27,16,13,16,1,19,1,1,1,6,13,19,23,1,24
lpsnh1,lpsnh1,1.0,1,1,1,1,1,1,1,1,1,10,34,10,1,1,10,34,18,14,18,4,18,1,42,7,1,10,20,34,45,42
lpsnh2,lpsnh2,1.0,4,1,4,4,4,4,34,4,11,16,26,16,7,11,18,32,4,16,4,11,25,11,26,11,14,16,25,26,26,26
lpsnh3,lpsnh3,1.0,1,1,1,1,1,1,1,6,2,14,20,14,4,2,14,23,1,14,1,2,1,2,22,3,4,14,1,20,20,22
lpsnh4,lpsnh4,1.0,1,1,23,1,1,1,23,1,2,1,1,1,2,2,1,1,10,1,10,4,7,2,1,2,5,1,12,1,1,22
lpsnh5,lpsnh5,1.0,1,3,20,1,1,1,1,5,5,5,14,13,11,6,5,19,1,5,1,6,1,9,16,6,5,5,1,15,14,16
lpsnh6,lpsnh6,1.0,1,1,1,1,12,12,1,1,3,8,19,8,3,3,8,21,16,9,16,3,16,3,19,5,3,8,16,19,19,19
lpsnh7,lpsnh7,1.0,1,1,3,3,3,3,3,3,3,3,31,3,13,3,3,31,27,3,28,5,27,3,32,8,3,24,30,31,32,53
lpsnh8,lpsnh8,1.0,1,1,1,18,1,13,1,1,3,1,18,1,3,3,1,18,1,1,1,6,1,9,18,3,3,12,1,18,18,19
lpsnh9,lpsnh9,1.0,1,1,1,10,11,11,1,1,1,1,10,1,8,1,1,10,15,1,15,1,19,1,10,1,1,1,19,10,10,25
lpsnh10,lpsnh10,1.0,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,19,16,1,16,3,1,1,19,7,12,15,18,20,19,19
lpsnh11,lpsnh11,1.0,1,1,1,1,1,14,32,1,1,1,22,1,1,1,1,22,16,1,16,2,20,4,22,7,10,1,20,22,22,28
lpmh0,lpmh0,1.0,1,3,1,30,1,1,36,1,1,1,27,1,9,1,11,27,24,1,0,1,1,1,27,1,8,1,1,29,27,27
lpmh1,lpmh1,1.0,1,1,1,1,1,1,0,1,5,1,19,1,5,5,1,16,1,11,1,5,1,5,16,8,9,0,1,19,16,26
lpmh2,lpmh2,1.0,1,1,1,1,1,1,27,8,0,7,21,7,0,4,7,1,13,10,17,4,18,4,0,4,0,12,18,21,0,23
lpmh3,lpmh3,1.0,1,1,0,1,21,1,0,1,5,1,26,1,10,6,1,26,22,16,22,7,22,6,26,6,14,19,22,37,26,26
lpmnh0,lpmnh0,1.0,1,1,1,2,2,2,24,2,7,2,2,2,7,7,2,23,17,2,17,7,14,7,2,7,11,2,14,2,2,2
lpmnh1,lpmnh1,1.0,1,4,1,50,1,1,1,1,8,21,38,21,17,8,23,48,26,21,26,8,34,8,38,15,1,21,1,47,38,38
lpmnh2,lpmnh2,1.0,1,1,1,1,1,16,1,1,1,1,28,1,1,1,1,27,21,1,22,5,1,9,27,1,1,1,1,28,27,27
lpmnh3,lpmnh3,1.0,1,2,48,3,3,15,74,3,4,8,43,9,7,4,10,43,3,8,3,5,21,4,47,4,3,14,21,43,43,47
lpmnh4,lpmnh4,1.0,1,1,45,1,1,24,71,1,1,1,1,1,1,3,21,1,26,1,28,5,32,6,42,10,18,1,32,38,41,42
lpmnh5,lpmnh5,1.0,2,1,31,6,14,14,2,8,8,8,23,8,8,10,8,22,17,8,18,10,19,10,25,10,8,8,20,23,25,29
lpmnh6,lpmnh6,1.0,1,1,2,2,2,2,2,2,2,10,48,10,5,3,10,48,15,10,15,2,17,2,53,3,6,12,43,48,48,50
lpmnh7,lpmnh7,1.0,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,15,1,18,5,26,1,9,1,18,1,25,26
lpmnh8,lpmnh8,1.0,1,1,1,3,3,3,1,10,5,12,3,13,5,5,12,3,20,12,20,5,20,7,26,8,5,14,20,3,3,30
lpmnh9,lpmnh9,1.0,1,1,2,2,2,2,2,15,2,15,2,15,2,2,15,2,22,15,23,2,2,5,2,2,2,21,2,2,2,2
lpmnh10,lpmnh10,1.0,1,1,35,4,31,31,1,26,5,29,4,29,21,5,29,4,4,29,4,5,4,16,33,5,19,30,4,4,33,33
lpmnh11,lpmnh11,1.0,1,1,36,6,23,25,6,18,8,21,6,18,8,8,22,6,26,21,26,8,23,8,6,11,15,18,23,30,6,6
lphh0,lphh0,1.0,70,2,1,0,25,25,69,16,5,18,43,0,5,13,20,62,33,18,33,5,38,5,51,12,14,0,34,39,39,49
lphh1,lphh1,1.0,11,7,139,18,90,90,15,43,28,53,113,53,42,39,83,138,0,53,94,28,97,0,114,39,40,87,96,110,114,134
lphh2,lphh2,1.0,1,10,0,92,0,0,0,16,22,39,66,39,0,22,39,86,59,39,0,0,0,22,0,0,25,52,0,0,77,84
lphh3,lphh3,1.0,1,1,64,1,33,33,65,1,11,31,45,31,11,0,31,0,34,31,34,13,43,0,61,0,28,31,43,51,0,0
lphnh0,lphnh0,1.0,4,1,92,6,6,6,95,23,8,32,67,34,8,8,28,88,42,28,42,8,6,8,74,13,16,35,48,68,74,74
lphnh1,lphnh1,1.0,1,1,112,1,44,44,1,6,10,38,103,6,36,17,6,111,92,38,91,12,44,11,1,11,6,6,44,101,1,109
lphnh2,lphnh2,1.0,2,1,2,22,22,22,2,4,4,19,46,19,4,4,19,70,28,19,34,11,22,4,46,4,4,21,22,57,46,46
lphnh3,lphnh3,1.0,60,7,1,38,19,20,58,10,11,16,44,15,14,12,15,44,29,16,29,12,33,12,50,12,10,17,33,44,50,55
lphnh4,lphnh4,1.0,80,1,2,2,2,2,79,2,10,2,63,2,24,10,2,63,37,2,38,10,44,10,71,16,21,31,44,63,74,75
