id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,3,1,0,1,1,1,1,3,3,3,3,3,4,3,4,4,4,7,5,16,5,16,5,8,8,5,8,20
mnh0,mnh0,50.0,1,1,8,1,1,4,1,1,1,16,13,13,13,13,9,14,9,9,9,9,9,13,9,13,9,9,9,9,9,13
mnh1,mnh1,50.0,3,5,1,5,1,6,5,5,5,1,10,10,10,10,10,10,10,10,10,10,10,20,10,20,17,10,10,10,19,20
mnh2,mnh2,50.0,2,1,1,3,1,1,1,1,3,19,15,15,15,15,10,17,10,10,8,10,9,18,9,18,9,14,14,9,14,18
lpsh0,lpsh0,1.0,1,1/5,1,1,3,5,9,10,1,1,1,1,1/11,1,1,1,1,1,1,1,0/1,12,1,1,1,1,1,1,1,1
lpsnh0,lpsnh0,1.0,1,1,1/4,1,1,1,1,1,1,4,4,4,4,4,8,4,8/12,8,14,8,10,16,10,16,10,8,8,10,8/13,16
lpsnh1,lpsnh1,1.0,1,2,1/5,2,1,2,2,2,2,5,5,5/12,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5
lpsnh2,lpsnh2,1.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5/6,12,1,3,14,3,1,3,4,1,3,1,1
lpmh0,lpmh0,1.0,1,2,1,2,1,3,2,2,2,22/23,1,1,1,1,0/9/10,1,0,9/10,13,0,7,16/1,7,1/15,7,9,9,7,9,15
lpmnh0,lpmnh0,1.0,1,1,1,1,1/2,1,3,3,4,1,1,1/19,20,1,1,1,1,16/1,1,1,10,44,11,21,10,1,1,10,15,42
lpmnh1,lpmnh1,1.0,3,1,13/14,4,1,4,4,4,4,13/14,43,15,15,37,32/34,15,17/15,32,15,15,15,15,15,15,15,32,36,16,36,15
lpmnh2,lpmnh2,1.0,1,1,1,1,3,1,4/5,4,1,1,1,14,15,14,9,14,7,9,13,7,7,17,7,17,7,9,9,7,9,17
lphh0,lphh0,1.0,1,2,1,13,1,0,0,7,13,1,30,0,30,30,35,47,35,35,31,35,31,60,34,50/51,31,35,37,0,37,53/59
lphnh0,lphnh0,1.0,1,1,44,24,2,17,22,1,42,131,1/86,1,88/90,84,47,85,73/74,47,81,74,70,126,64/71,108,72,78,47,64,47,123
lphnh1,lphnh1,1.0,1/10,12,27,11,7,13,17/18,14,25,66,32,32,32,32,36,54,36,49,50/52/53,36,38,32,38,32,38/39,48,46,41,46,60
lphnh2,lphnh2,1.0,1/2,1,1,1,1,1,1,10,17/18,1,23,38,39,23,28,23,28,36/28,25,28,28,41,31,47,29,34/28,32,29,33,50/53
lnpsh0,lnpsh0,1.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,6,8,9,6,6,12,6,11,6,8,8,6,8,11
lnpsh1,lnpsh1,1.0,1,1,1,1,1,1,1,1,1,1,11,1,13,9,1,1,1,1,1,1,7,10,7,10,7,1,1,7,1,17
lnpsnh0,lnpsnh0,1.0,1,1,9,1,5,1,1,1,1,9,9,16,9,9,12,16,12,12,9,12,12,9,12,9,12,12,12,12,12,9
lnpsnh1,lnpsnh1,1.0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,18,1,1,1,1,11,19
lnpsnh2,lnpsnh2,1.0,1,1,1,1,3,1,1,1,9,1,28,28,31,28,16,28,21,16,27,16,18,28,18,28,18,16,16,20,23,28
lnpsnh3,lnpsnh3,1.0,1,1,1,1,2,4,1,8,10,23,1,19,1,1,1,1,1,18,1,1,1,1,15,1,15,17,1,15,16,21
lnpsnh4,lnpsnh4,1.0,1,1,1,1,1,1,3,3,1,1,8,8,8,8,15,19,15,15,8,15,15,8,15,8,15,16,16,15,16,8
lnpsnh5,lnpsnh5,1.0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,8,3,3,8,3,12,3,12,3,3,3,7,3,12
lnpsnh6,lnpsnh6,1.0,1,1,1,1,11,1,1,1,1,1,1,19,1,1,15,1,1,15,1,1,1,21,1,1,1,15,15,1,15,1
lnpsnh7,lnpsnh7,1.0,1,1,1,1,6,1,1,1,1,21,1,1,1,1,10,1,8,10,13,8,8,16,8,16,9,11,11,8,12,19
lnpsnh8,lnpsnh8,1.0,1,1,1,2,1,1,1,1,2,22,5,5,19,5,11,5,11,11,5,11,11,21,11,5,11,11,11,11,11,5
lnpsnh9,lnpsnh9,1.0,1,1,6,1,1,1,3,3,4,6,6,6,15,13,8,6,8,8,11,8,8,16,8,16,8,8,8,8,8,16
lnpsnh10,lnpsnh10,1.0,1,11,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
lnpsnh11,lnpsnh11,1.0,1,8,1,8,7,8,8,8,8,1,12,12,12,12,12,16,12,12,12,12,12,12,12,17,12,14,15,12,15,17
lnpsnh12,lnpsnh12,1.0,1,1,1,5,1,1,1,4,5,1,16,16,19,18,6,16,14,6,15,13,10,16,10,20,10,6,6,10,6,21
lnpsnh13,lnpsnh13,1.0,1,2,6,1,1,1,1,1,1,6,8,8,17,15,11,8,8,11,8,8,8,8,8,8,8,14,14,8,14,8
lnpsnh14,lnpsnh14,1.0,1,1,1,18,1,1,2,2,19,1,1,1,26,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lnpsnh15,lnpsnh15,1.0,1,1,1,1,1,6,1,7,9,1,1,1,17,1,1,1,1,1,16,1,1,1,1,1,1,1,14,1,14,1
lnpsnh16,lnpsnh16,1.0,1,1,5,3,1,1,1,1,3,24,5,5,20,5,5,5,5,5,5,5,10,22,10,22,15,5,5,10,5,22
lnpsnh17,lnpsnh17,1.0,1,2,1,2,1,2,2,2,2,1,1,1,22,1,12,1,12,12,17,12,12,1,12,24,12,12,12,12,12,24
lnpmh0,lnpmh0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,38,0,9,33,16,9,26,16,11,37,15,40,0,9,17,14,18,40
lnpmh1,lnpmh1,1.0,2,4,13,4,1,5,5,5,4,13,18,18,18,18,18,18,20,18,18,20,18,26,18,26,18,23,18,18,18,28
lnpmh2,lnpmh2,1.0,1,1,4,1,1,1,1,1,1,4,8,8,8,18,9,20,9,9,8,9,9,21,9,23,10,0,14,9,16,49
lnpmsh0,lnpmsh0,1.0,1,1,1,17,6,1,10,11,17,1,18,18,18,18,20,18,20,30,18,26,21,43,21,36,25,20,20,25,20,42
lnpmsh1,lnpmsh1,1.0,1,1,1,16,1,15,1,1,1,1,34,19,19,19,22,19,32,22,22,32,22,19,22,19,22,22,22,28,22,19
lnpmsh2,lnpmsh2,1.0,1,1,7,1,1,4,6,2,1,7,7,7,7,7,7,7,16,19,21,16,11,22,11,22,13,19,19,13,19,23
lnpmsh3,lnpmsh3,1.0,3,1,1,1,1,1,6,6,1,1,17,17,25,17,9,17,9,9,9,9,12,17,12,17,13,9,14,12,14,17
lnpmsh4,lnpmsh4,1.0,1,1,9,7,1,1,1,1,6,9,24,9,26,9,15,23,9,20,9,9,9,29,9,30,9,19,17,9,18,30
lnpmsh5,lnpmsh5,1.0,1,4,1,1,1,8,1,1,11,37,24,21,21,22,14,21,14,14,18,14,14,34,14,21,14,14,14,15,16,31
lnpmsh6,lnpmsh6,1.0,1,3,1,3,2,9,10,3,11,1,1,1,1,1,1,19,1,1,1,1,1,20,1,20,14,17,17,1,17,20
